CMS_id,report,title,journal,date,CTG,category,inspire_id,abstract,keywords,doi,MA_topics
6,HIG-11-033,Search for the standard model Higgs boson decaying into two photons in pp collisions at $\sqrt{s}$ = 7 TeV,PLB 710 (2012) 403-425,2012-02-07,HIG,Higgs Physics,1088230,"A search for a Higgs boson decaying into two photons is described. The analysis is performed using a dataset recorded by the CMS experiment at the LHC from pp collisions at a center-of-mass energy of 7 TeV, which corresponds to an integrated luminosity of 4.8 fb −1 . Limits are set on the cross section of the standard model Higgs boson decaying to two photons. The expected exclusion limit at 95% confidence level is between 1.4 and 2.4 times the standard model cross section in the mass range between 110 and 150 GeV. The analysis of the data excludes, at 95% confidence level, the standard model Higgs boson decaying into two photons in the mass range 128 to 132 GeV. The largest excess of events above the expected standard model background is observed for a Higgs boson mass hypothesis of 124 GeV with a local significance of 3.1 σ . The global significance of observing an excess with a local significance ⩾3.1σ anywhere in the search range 110–150 GeV is estimated to be 1.8 σ . More data are required to ascertain the origin of this excess.","['p p: scattering', 'Higgs particle: mass', 'mass spectrum: two-photon', 'CERN LHC Coll', 'CMS', 'Higgs particle: search for', 'Higgs particle: radiative decay', 'cross section: upper limit', 'experimental results', 'p p --> Higgs particle anything', 'Higgs particle --> 2photon', '7000 GeV-cms']",10.1016/j.physletb.2012.03.003,"['Particle physics', 'Quantum chromodynamics', 'Physics', 'Higgs boson', 'Photon', 'Nuclear physics', 'Luminosity (scattering theory)', 'Sigma', 'Standard Model', 'Massless particle', 'Large Hadron Collider']"
5,HIG-11-024,Search for the standard model Higgs boson decaying to $ \mathrm{ W^+ W^- } $ in the fully leptonic final state in pp collisions at $\sqrt{s}$ = 7 TeV,PLB 710 (2012) 91-113,2012-02-07,HIG,Higgs Physics,1088232,"A search for the standard model Higgs boson decaying to W+W− in pp collisions at s=7 TeV is reported. The data are collected at the LHC with the CMS detector, and correspond to an integrated luminosity of 4.6 fb −1 . The W+W− candidates are selected in events with two charged leptons and large missing transverse energy. No significant excess of events above the standard model background expectations is observed, and upper limits on the Higgs boson production relative to the standard model Higgs expectation are derived. The standard model Higgs boson is excluded in the mass range 129–270 GeV at 95% confidence level.","['p p: scattering', 'Higgs particle: hadroproduction', 'transverse energy: missing-energy', 'CERN LHC Coll', 'CMS', 'Higgs particle: search for', 'Higgs particle: decay', 'W: pair production', 'W: leptonic decay', 'dilepton: final state', 'Higgs particle: mass', 'cross section: upper limit', 'experimental results', 'Higgs particle --> W+ W-', 'W --> lepton neutrino', '7000 GeV-cms']",10.1016/j.physletb.2012.02.076,"['Particle physics', 'Physics', 'Higgs boson', 'Lepton', 'Nuclear physics', 'Luminosity (scattering theory)', 'Inverse', 'State (functional analysis)', 'Standard Model', 'Massless particle', 'Large Hadron Collider']"
4,HIG-11-027,Search for a Higgs boson in the decay channel $ \mathrm { H \to ZZ^{(*)} \to q\bar{q} \ell^- \ell^+ } $ in pp collisions at $\sqrt{s}$ = 7 TeV,JHEP 04 (2012) 036,2012-02-07,HIG,Higgs Physics,1088226,"A search for the standard model Higgs boson decaying into two Z bosons with subsequent decay into a final state containing two quark jets and two leptons, H to ZZ(*) to q q-bar l-l+ is presented. Results are based on data corresponding to an integrated luminosity of 4.6 inverse femtobarns of proton-proton collisions at sqrt(s)=7 TeV, collected with the CMS detector at the LHC. In order to discriminate between signal and background events, kinematic and topological quantities, including the angular spin correlations of the decay products, are employed. Events are further classified according to the probability of the jets to originate from quarks of light or heavy flavor or from gluons. No evidence for the Higgs boson is found, and upper limits on its production cross section are determined for a Higgs boson of mass between 130 and 600 GeV.","['p p: scattering', 'Higgs particle: mass', 'quark: jet', 'spin: angular correlation', 'CERN LHC Coll', 'heavy quark: jet', 'gluon: jet', 'kinematics', 'CMS', 'Higgs particle: search for', 'Higgs particle: decay', 'Z0: pair production', 'Z0: decay modes', 'final state: (2jet dilepton)', 'channel cross section: branching ratio: upper limit', 'family: 4', 'experimental results', 'Higgs particle --> 2Z0', 'Z0 --> quark antiquark', 'Z0 --> lepton+ lepton-', '7000 GeV-cms']",10.1007/JHEP04(2012)036,"['Particle physics', 'Physics', 'Gluon', 'Higgs boson', 'Lepton', 'Nuclear physics', 'Standard Model', 'Massless particle', 'Quark', 'Boson', 'Large Hadron Collider']"
3,HIG-11-032,Combined results of searches for the standard model Higgs boson in pp collisions at $\sqrt{s}$ = 7 TeV,PLB 710 (2012) 26-48,2012-02-07,HIG,Higgs Physics,1088231,"Combined results are reported from searches for the standard model Higgs boson in proton–proton collisions at s=7 TeV in five Higgs boson decay modes: γγ , bb, ττ , WW, and ZZ. The explored Higgs boson mass range is 110–600 GeV. The analysed data correspond to an integrated luminosity of 4.6–4.8 fb −1 . The expected excluded mass range in the absence of the standard model Higgs boson is 118–543 GeV at 95% CL. The observed results exclude the standard model Higgs boson in the mass range 127–600 GeV at 95% CL, and in the mass range 129–525 GeV at 99% CL. An excess of events above the expected standard model background is observed at the low end of the explored mass range making the observed limits weaker than expected in the absence of a signal. The largest excess, with a local significance of 3.1 σ , is observed for a Higgs boson mass hypothesis of 124 GeV. The global significance of observing an excess with a local significance ⩾3.1σ anywhere in the search range 110–600 (110–145) GeV is estimated to be 1.5σ(2.1σ) . More data are required to ascertain the origin of the observed excess.","['Higgs particle: mass', 'Higgs particle: decay modes', 'p p: scattering', 'Higgs particle: search for', 'cross section: upper limit', 'CMS', 'experimental results', 'CERN LHC Coll', 'Higgs particle --> W+ W-', 'Higgs particle --> 2Z0', 'Higgs particle --> 2photon', 'Higgs particle --> bottom anti-bottom', 'Higgs particle --> tau+ tau-', '7000 GeV-cms']",10.1016/j.physletb.2012.02.064,"['Particle physics', 'Physics', 'Luminosity', 'Higgs boson', 'Lepton', 'Nuclear physics', 'Range (statistics)', 'Sigma', 'Standard Model', 'Massless particle', 'Large Hadron Collider']"
2,HIG-10-002,Search for Neutral Minimal Supersymmetric Standard Model Higgs Bosons Decaying to Tau Pairs in pp Collisions at $\sqrt{s}$ = 7 TeV,PRL 106 (2011 ) 231801,2011-04-11,HIG,Higgs Physics,895579,"A search for neutral MSSM Higgs bosons in pp collisions at the LHC at a center-of-mass energy of 7 TeV is presented. The results are based on a data sample corresponding to an integrated luminosity of 36 inverse picobarns recorded by the CMS experiment. The search uses decays of the Higgs bosons to tau pairs. No excess is observed in the tau-pair invariant-mass spectrum. The resulting upper limits on the Higgs boson production cross section times branching fraction to tau pairs, as a function of the pseudoscalar Higgs boson mass, yield stringent new bounds in the MSSM parameter space.","['p p: interaction', 'Higgs particle: search for', 'minimal supersymmetric standard model: parameter space', 'Higgs particle: leptonic decay', 'mass spectrum: (tau+ tau-)', 'tau: decay modes', 'channel cross section: branching ratio: upper limit', 'Higgs particle: mass', 'CMS', 'experimental results', 'CERN LHC Coll', '7000 GeV-cms']",10.1103/PhysRevLett.106.231801,
1,HIG-10-003,Measurement of $\mathrm{ W^+ W^− } $ Production and Search for the Higgs Boson in pp Collisions at $ \sqrt{s} $ = 7 TeV,PLB 699 (2011) 25-47,2011-03-01,HIG,Higgs Physics,890910,"A measurement of W + W − production in pp collisions at s=7 TeV and a search for the Higgs boson are reported. The W + W − candidates are selected in events with two leptons, either electrons or muons. The measurement is performed using LHC data recorded with the CMS detector, corresponding to an integrated luminosity of 36 pb−1 . The pp → W + W − cross section is measured to be 41.1±15.3(stat)±5.8(syst)±4.5(lumi)pb , consistent with the standard model prediction. Limits on WW γ and WWZ anomalous triple gauge couplings are set. The search for the standard model Higgs boson in the W + W − decay mode does not reveal any evidence of excess above backgrounds. Limits are set on the production of the Higgs boson in the context of the standard model and in the presence of a sequential fourth family of fermions with high masses. In the latter context, a Higgs boson with mass between 144 and 207 GeV/c2 is ruled out at 95% confidence level.","['p p: interaction', 'W: pair production', 'W: leptonic decay', 'Higgs particle: search for', 'Higgs particle: mass', 'dilepton: final state', 'channel cross section: measured', 'coupling: (3gauge boson)', 'electroweak interaction: standard model', 'family: 4', 'CMS', 'experimental results', 'CERN LHC Coll', 'p p --> W+ W- anything', 'Higgs particle --> W+ W-', '7000 GeV-cms']",10.1016/j.physletb.2011.03.056,
126,SUS-19-010,Search for top squark production in fully-hadronic final states in proton-proton collisions at $\sqrt{s} = $ 13 TeV,Submitted to PRD,2021-03-01,SUS,Supersymmetry,1849522,"A search for production of the supersymmetric partners of the top quark, top squarks, is presented. The search is based on proton-proton collision events containing multiple jets, no leptons, and large transverse momentum imbalance. The data were collected with the CMS detector at the CERN LHC at a center-of-mass energy of 13 TeV, and correspond to an integrated luminosity of 137 fb$^{-1}$. The targeted signal production scenarios are direct and gluino-mediated top squark production, including scenarios in which the top squark and neutralino masses are nearly degenerate. The search utilizes novel algorithms based on deep neural networks that identify hadronically decaying top quarks and W bosons, which are expected in many of the targeted signal models. No statistically significant excess of events is observed relative to the expectation from the standard model, and limits on the top squark production cross section are obtained in the context of simplified supersymmetric models for various production and decay modes. Exclusion limits as high as 1310 GeV are established at the 95% confidence level on the mass of the top squark for direct top squark production models, and as high as 2260 GeV on the mass of the gluino for gluino-mediated top squark production models. These results represent a significant improvement over the results of previous searches for supersymmetry by CMS in the same final state.","['p p: colliding beams', 'squark: pair production', 'stop: direct production', 'model: production', 'p p: scattering', 'stop: mass: lower limit', 'neutralino: mass', 'gluino: mass: lower limit', 'supersymmetry', 'CMS', 'transverse momentum: missing-energy', 'neural network', 'CERN LHC Coll', 'stop: decay modes', 'channel cross section: upper limit', 'CERN Lab', 'final state: ((n)jet)', 'statistical analysis', 'data analysis method', 'experimental results', '13000 GeV-cms']",,
125,SUS-19-004,Search for top squarks in final states with two top quarks and several light-flavor jets in proton-proton collisions at $\sqrt{s} = $ 13 TeV,Submitted to PRD,2021-02-13,SUS,Supersymmetry,1846679,"Many new physics models, including versions of supersymmetry characterized by $R$-parity violation (RPV), compressed mass spectra, long decay chains, or additional hidden sectors, predict the production of events with top quarks, low missing transverse momentum, and many additional quarks or gluons. The results of a search for new physics in events with two top quarks and additional jets are reported. The search is performed using events with at least seven jets and exactly one electron or muon. No requirement on missing transverse momentum is imposed. The study is based on a sample of proton-proton collisions at $\sqrt{s} =$ 13 TeV corresponding to 137 fb$^{-1}$ of integrated luminosity collected with the CMS detector at the LHC in 2016-2018. The data are used to determine best fit values and upper limits on the cross section for pair production of top squarks in scenarios of RPV and stealth supersymmetry. Top squark masses up to 670 (870) GeV are excluded at 95% confidence level for the RPV (stealth) scenario, and the maximum observed local significance is 2.8 standard deviations for the RPV scenario with top squark mass of 400 GeV.","['p p: colliding beams', 'stop: pair production', 'squark: mass', 'stop: mass: lower limit', 'transverse momentum: missing-energy', 'p p: scattering', 'top: pair production', 'new physics: search for', 'supersymmetry', 'hidden sector', 'CERN LHC Coll', 'mass spectrum', 'R parity: violation', 'final state: ((n)jet lepton)', 'electron', 'quark', 'gluon', 'muon', 'CMS', 'channel cross section: upper limit', 'experimental results', '13000 GeV-cms']",,
124,SUS-20-001,Search for supersymmetry in final states with two oppositely charged same-flavor leptons and missing transverse momentum in proton-proton collisions at $\sqrt{s} = $ 13 TeV,JHEP 04 (2021) 123,2020-12-15,SUS,Supersymmetry,1836850,"A search for phenomena beyond the standard model in final states with two oppositely charged same-flavor leptons and missing transverse momentum is presented. The search uses a data sample of proton-proton collisions at $ \sqrt{s} $ = 13 TeV, corresponding to an integrated luminosity of 137 fb$^{−1}$, collected by the CMS experiment at the LHC. Three potential signatures of physics beyond the standard model are explored: an excess of events with a lepton pair, whose invariant mass is consistent with the Z boson mass; a kinematic edge in the invariant mass distribution of the lepton pair; and the nonresonant production of two leptons. The observed event yields are consistent with those expected from standard model backgrounds. The results of the first search allow the exclusion of gluino masses up to 1870 GeV, as well as chargino (neutralino) masses up to 750 (800) GeV, while those of the searches for the other two signatures allow the exclusion of light-flavor (bottom) squark masses up to 1800 (1600) GeV and slepton masses up to 700 GeV, respectively, at 95% confidence level within certain supersymmetry scenarios.[graphic not available: see fulltext]","['p p: colliding beams', 'transverse momentum: missing-energy', 'p p: scattering', 'new physics: search for', 'dilepton: mass spectrum', 'lepton: pair production', 'dilepton: final state', 'slepton: mass: lower limit', 'squark: mass: lower limit', 'gluino: mass: lower limit', 'Z0: mass', 'supersymmetry', 'signature', 'CERN LHC Coll', 'neutralino: mass: lower limit', 'kinematics', 'background', 'chargino: mass: lower limit', 'CMS', 'channel cross section: upper limit', 'experimental results', '13000 GeV-cms']",10.1007/JHEP04(2021)123,
123,SUS-19-011,Search for top squark pair production using dilepton final states in pp collision data collected at $\sqrt{s} = $ 13 TeV,EPJC 81 (2021) 3,2020-08-13,SUS,Supersymmetry,1811597,"A search is presented for supersymmetric partners of the top quark (top squarks) in final states with two oppositely charged leptons (electrons or muons), jets identified as originating from ${\text {b}}$quarks, and missing transverse momentum. The search uses data from proton-proton collisions at $\sqrt{s}=13\,\text {TeV} $ collected with the CMS detector, corresponding to an integrated luminosity of 137$\,{\text {fb}}^{-1}$. Hypothetical signal events are efficiently separated from the dominant top quark pair production background with requirements on the significance of the missing transverse momentum and on transverse mass variables. No significant deviation is observed from the expected background. Exclusion limits are set in the context of simplified supersymmetric models with pair-produced lightest top squarks. For top squarks decaying exclusively to a top quark and a lightest neutralino, lower limits are placed at $95\%$ confidence level on the masses of the top squark and the neutralino up to 925 and 450$\,\text {GeV}$, respectively. If the decay proceeds via an intermediate chargino, the corresponding lower limits on the mass of the lightest top squark are set up to 850$\,\text {GeV}$ for neutralino masses below 420$\,\text {GeV}$. For top squarks undergoing a cascade decay through charginos and sleptons, the mass limits reach up to 1.4$\,\text {TeV}$ and 900$\,\text {GeV}$ respectively for the top squark and the lightest neutralino.","['p p: colliding beams', 'transverse momentum: missing-energy', 'p p: scattering', 'top: mass', 'top: pair production', 'squark: pair production', 'stop: pair production', 'stop: decay modes', 'mass: transverse', 'final state: ((n)jet dilepton)', 'jet: bottom', 'bottom: particle identification', 'supersymmetry', 'background', 'neutralino: mass: lower limit', 'stop: mass: lower limit', 'chargino', 'cascade decay', 'electron', 'slepton', 'muon', 'CMS', 'CERN LHC Coll', 'experimental results', '13000 GeV-cms']",10.1140/epjc/s10052-020-08701-5,
122,SUS-19-013,Search for supersymmetry in proton-proton collisions at $\sqrt{s} = $ 13 TeV in events with high-momentum Z bosons and missing transverse momentum,JHEP 09 (2020) 149,2020-08-10,SUS,Supersymmetry,1811111,"A search for new physics in events with two highly Lorentz-boosted Z bosons and large missing transverse momentum is presented. The analyzed proton-proton collision data, corresponding to an integrated luminosity of 137 fb$^{−1}$, were recorded at $ \sqrt{s} $ = 13 TeV by the CMS experiment at the CERN LHC. The search utilizes the substructure of jets with large radius to identify quark pairs from Z boson decays. Backgrounds from standard model processes are suppressed by requirements on the jet mass and the missing transverse momentum. No significant excess in the event yield is observed beyond the number of background events expected from the standard model. For a simplified supersymmetric model in which the Z bosons arise from the decay of gluinos, an exclusion limit of 1920 GeV on the gluino mass is set at 95% confidence level. This is the first search for beyond-standard-model production of pairs of boosted Z bosons plus large missing transverse momentum.[graphic not available: see fulltext]","['p p: colliding beams', 'transverse momentum: missing-energy', 'p p: scattering', 'Z0: pair production', 'Z0: hadronic decay', 'new physics: search for', 'Z0: boosted particle', 'gluino: pair production', 'gluino: decay modes', 'gluino: mass: lower limit', 'jet: mass', 'supersymmetry', 'background', 'CERN LHC Coll', 'suppression', 'structure', 'CERN Lab', 'CMS', 'channel cross section: upper limit', 'statistical analysis', 'data analysis method', 'experimental results', '13000 GeV-cms']",10.1007/JHEP09(2020)149,"['Particle physics', 'Supersymmetry', 'Physics', 'Physics beyond the Standard Model', 'Luminosity (scattering theory)', 'Gluino', 'Standard Model', 'Proton', 'Quark', 'Boson']"
121,SUS-19-008,Search for physics beyond the standard model in events with jets and two same-sign or at least three charged leptons in proton-proton collisions at $\sqrt{s}=$ 13 TeV,EPJC 80 (2020) 752,2020-01-27,SUS,Supersymmetry,1777617,"A data sample of events from proton-proton collisions with at least two jets, and two isolated same-sign or three or more charged leptons, is studied in a search for signatures of new physics phenomena. The data correspond to an integrated luminosity of $137{\,{\text {fb}}^{-1}} $ at a center-of-mass energy of $13\,{\text {TeV}} $, collected in 2016–2018 by the CMS experiment at the LHC. The search is performed using a total of 168 signal regions defined using several kinematic variables. The properties of the events are found to be consistent with the expectations from standard model processes. Exclusion limits at 95% confidence level are set on cross sections for the pair production of gluinos or squarks for various decay scenarios in the context of supersymmetric models conserving or violating R parity. The observed lower mass limits are as large as $2.1\,{\text {TeV}} $ for gluinos and $0.9\,{\text {TeV}} $ for top and bottom squarks. To facilitate reinterpretations, model-independent limits are provided in a set of simplified signal regions.","['p p: scattering', 'p p: colliding beams', 'new physics: search for', 'gluino: pair production', 'new physics: signature', 'R parity: violation', 'same sign', 'squark: pair production', 'R parity: invariance', 'CERN LHC Coll', 'supersymmetry', 'kinematics', 'channel cross section: upper limit', 'mass dependence', 'gluino: mass: lower limit', 'sbottom: mass: lower limit', 'stop: mass: lower limit', 'CMS', 'experimental results', '13000 GeV-cms']",10.1140/epjc/s10052-020-8168-3,
120,SUS-19-009,"Search for direct top squark pair production in events with one lepton, jets, and missing transverse momentum at 13 TeV with the CMS experiment",JHEP 05 (2020) 032,2019-12-18,SUS,Supersymmetry,1771845,"A search for direct top squark pair production is presented. The search is based on proton-proton collision data at a center-of-mass energy of 13 TeV recorded by the CMS experiment at the LHC during 2016, 2017, and 2018, corresponding to an integrated luminosity of 137 fb$^{−1}$. The search is carried out using events with a single isolated electron or muon, multiple jets, and large transverse momentum imbalance. The observed data are consistent with the expectations from standard model processes. Exclusions are set in the context of simplified top squark pair production models. Depending on the model, exclusion limits at 95% confidence level for top squark masses up to 1.2 TeV are set for a massless lightest supersymmetric particle, assumed to be the neutralino. For models with top squark masses of 1 TeV, neutralino masses up to 600 GeV are excluded.[graphic not available: see fulltext]","['squark: pair production', 'squark: mass', 'up: mass', 'neutralino: mass', 'transverse momentum: missing-energy', 'p p: scattering', 'CMS', 'CERN LHC Coll', 'sparticle', 'electron', 'lepton', 'muon']",10.1007/JHEP05(2020)032,"['Particle physics', 'Superpartner', 'Supersymmetry', 'Physics', 'Lightest Supersymmetric Particle', 'Lepton', 'Muon', 'Neutralino', 'Pair production', 'Large Hadron Collider']"
119,SUS-19-007,Search for supersymmetry in pp collisions at $\sqrt{s} = $ 13 TeV with 137 fb$^{-1}$ in final states with a single lepton using the sum of masses of large-radius jets,PRD 1010 (2020) 052010,2019-11-18,SUS,Supersymmetry,1765844,"Results are reported from a search for new physics beyond the standard model in proton-proton collisions in final states with a single lepton; multiple jets, including at least one jet tagged as originating from the hadronization of a bottom quark; and large missing transverse momentum. The search uses a sample of proton-proton collision data at s=13  TeV, corresponding to 137  fb-1, recorded by the CMS experiment at the LHC. The signal region is divided into categories characterized by the total number of jets, the number of bottom quark jets, the missing transverse momentum, and the sum of masses of large-radius jets. The observed event yields in the signal regions are consistent with estimates of standard model backgrounds based on event yields in the control regions. The results are interpreted in the context of simplified models of supersymmetry involving gluino pair production in which each gluino decays into a top quark-antiquark pair and a stable, unobserved neutralino, which generates missing transverse momentum in the event. Scenarios with gluino masses up to about 2150 GeV are excluded at 95% confidence level (or more) for neutralino masses up to 700 GeV. The highest excluded neutralino mass is about 1250 GeV, which holds for gluino masses around 1850 GeV.","['p p: colliding beams', 'transverse momentum: missing-energy', 'gluino: mass: lower limit', 'neutralino: mass: lower limit', 'p p: scattering', 'quark: jet', 'jet: bottom', 'bottom: particle identification', 'gluino: pair production', 'gluino: decay', 'new physics: search for', 'top: pair production', 'bottom: hadronization', 'supersymmetry', 'jet: multiplicity', 'jet: multiple production', 'CERN LHC Coll', 'background', 'stability', 'category', 'CMS', 'channel cross section: upper limit', 'statistical analysis: frequentist', 'data analysis method', 'experimental results', '13000 GeV-cms']",10.1103/PhysRevD.101.052010,
118,SUS-19-003,Search for top squark pair production in a final state with two tau leptons in proton-proton collisions at $ \sqrt{s} = $ 13 TeV,JHEP 02 (2020) 015,2019-10-28,SUS,Supersymmetry,1762677,"A search for pair production of the supersymmetric partner of the top quark, the top squark, in proton-proton collision events at $ \sqrt{s} $ = 13 TeV is presented in a final state containing hadronically decaying tau leptons and large missing transverse momentum. This final state is highly sensitive to high-tan β or higgsino-like scenarios in which decays of electroweak gauginos to tau leptons are dominant. The search uses a data set corresponding to an integrated luminosity of 77.2 fb$^{−1}$, which was recorded with the CMS detector during 2016 and 2017. No significant excess is observed with respect to the background prediction. Exclusion limits at 95% confidence level are presented in the top squark and lightest neutralino mass plane within the framework of simplified models, in which top squark masses up to 1100 GeV are excluded for a nearly massless neutralino.[graphic not available: see fulltext]","['p p: scattering', 'p p: colliding beams', 'squark: pair production', 'stop: pair production', 'tau: pair production', 'tau: hadronic decay', 'squark: mass: lower limit', 'stop: mass: lower limit', 'neutralino: mass', 'neutralino: massless', 'transverse momentum: missing-energy', 'electroweak interaction', 'supersymmetry: parameter space', 'background', 'gaugino', 'statistical analysis: frequentist', 'channel cross section: upper limit', 'CMS', 'CERN LHC Coll', 'data analysis method', 'experimental results', '13000 GeV-cms']",10.1007/JHEP02(2020)015,"['Particle physics', 'Supersymmetry', 'Physics', 'Electroweak interaction', 'Lepton', 'Top quark', 'Neutralino', 'Gaugino', 'Pair production', 'Massless particle']"
117,SUS-19-002,"Search for supersymmetry with a compressed mass spectrum in events with a soft $\tau$ lepton, a highly energetic jet, and large missing transverse momentum in proton-proton collisions at $\sqrt{s} =$ 13 TeV",PRL 124 (2020) 041803,2019-10-02,SUS,Supersymmetry,1757579,"The first search for supersymmetry in events with an experimental signature of one soft, hadronically decaying τ lepton, one energetic jet from initial-state radiation, and large transverse momentum imbalance is presented. These event signatures are consistent with direct or indirect production of scalar τ leptons (τ˜) in supersymmetric models that exhibit coannihilation between the τ˜ and the lightest neutralino (χ˜10), and that could generate the observed relic density of dark matter. The data correspond to an integrated luminosity of 77.2  fb-1 of proton-proton collisions at s=13  TeV collected with the CMS detector at the LHC in 2016 and 2017. The results are interpreted in a supersymmetric scenario with a small mass difference (Δm) between the chargino (χ˜1±) or next-to-lightest neutralino (χ˜20), and the χ˜10. The mass of the τ˜ is assumed to be the average of the χ˜1± and χ˜10 masses. The data are consistent with standard model background predictions. Upper limits at 95% confidence level are set on the sum of the χ˜1±, χ˜20, and τ˜ production cross sections for Δm(χ˜1±,χ˜10)=50  GeV, resulting in a lower limit of 290 GeV on the mass of the χ˜1±, which is the most stringent to date and surpasses the bounds from the LEP experiments.","['p p: scattering', 'p p: colliding beams', 'transverse momentum: missing-energy', 'dark matter: relic density', 'radiation: initial-state interaction', 'supersymmetry', 'tau: hadronic decay', 'stau: direct production', 'neutralino', 'signature', 'mass difference', 'CERN LHC Coll', 'CERN LEP Stor', 'mass spectrum', 'initial state', 'background', 'chargino: mass: lower limit', 'channel cross section: upper limit', 'CMS', 'experimental results', '13000 GeV-cms']",10.1103/PhysRevLett.124.041803,
116,SUS-19-005,Searches for physics beyond the standard model with the ${M_{\mathrm{T2}}}$ variable in hadronic final states with and without disappearing tracks in proton-proton collisions at $\sqrt{s} = $ 13 TeV,EPJC 80 (2020) 3,2019-09-08,SUS,Supersymmetry,1753215,"Two related searches for phenomena beyond the standard model (BSM) are performed using events with hadronic jets and significant transverse momentum imbalance. The results are based on a sample of proton–proton collisions at a center-of-mass energy of $13\,\text {Te}\text {V} $, collected by the CMS experiment at the LHC in 2016–2018 and corresponding to an integrated luminosity of 137$\,\text {fb}^{-1}$. The first search is inclusive, based on signal regions defined by the hadronic energy in the event, the jet multiplicity, the number of jets identified as originating from bottom quarks, and the value of the kinematic variable $M_{\mathrm {T2}}$ for events with at least two jets. For events with exactly one jet, the transverse momentum of the jet is used instead. The second search looks in addition for disappearing tracks produced by BSM long-lived charged particles that decay within the volume of the tracking detector. No excess event yield is observed above the predicted standard model background. This is used to constrain a range of BSM models that predict the following: the pair production of gluinos and squarks in the context of supersymmetry models conserving R-parity, with or without intermediate long-lived charginos produced in the decay chain, the resonant production of a colored scalar state decaying to a massive Dirac fermion and a quark, or the pair production of scalar and vector leptoquarks each decaying to a neutrino and a top, bottom, or light-flavor quark. In most of the cases, the results obtained are the most stringent constraints to date.","['p p: scattering', 'p p: colliding beams', 'jet: transverse momentum', 'transverse momentum: missing-energy', 'jet: hadronic', 'jet: multiplicity', 'final state: hadronic', 'energy: hadronic', 'charged particle: long-lived', 'gluino: pair production', 'resonance: production', 'fermion: Dirac', 'jet: bottom', 'bottom: particle identification', 'tracks', 'tracking detector', 'R parity: invariance', 'CERN LHC Coll', 'supersymmetry', 'kinematics', 'background', 'leptoquark: pair production', 'leptoquark: scalar', 'leptoquark: vector particle', 'chargino', 'squark: pair production', 'channel cross section: upper limit', 'channel cross section: branching ratio: upper limit', 'CMS', 'experimental results', '13000 GeV-cms']",10.1140/epjc/s10052-019-7493-x,
115,SUS-18-007,Search for supersymmetry using Higgs boson to diphoton decays at $\sqrt{s} = $ 13 TeV,JHEP 11 (2019) 109,2019-08-23,SUS,Supersymmetry,1750601,"A search for supersymmetry (SUSY) is presented where at least one Higgs boson is produced and decays to two photons in the decay chains of pair-produced SUSY particles. Two analysis strategies are pursued: one focused on strong SUSY production and the other focused on electroweak SUSY production. The presence of charged leptons, additional Higgs boson candidates, and various kinematic variables are used to categorize events into search regions that are sensitive to different SUSY scenarios. The results are based on data from proton-proton collisions at the Large Hadron Collider at a center-of-mass energy of 13 TeV collected by the CMS experiment, corresponding to an integrated luminosity of 77.5 fb$^{−}^{1}$. No statistically significant excess of events is observed relative to the standard model expectations. We exclude bottom squark pair production for bottom squark masses below 530 GeV and a lightest neutralino mass of 1 GeV, wino-like chargino-neutralino production in gauge-mediated SUSY breaking (GMSB) for chargino and neutralino masses below 235 GeV with a gravitino mass of 1 GeV, and higgsino-like chargino-neutralino production in GMSB, where the neutralino decays exclusively to a Higgs boson and a gravitino for neutralino masses below 290 GeV.","['p p: colliding beams', 'sparticle: pair production', 'neutralino: mass: lower limit', 'mass: gravitation', 'neutralino: decay', 'gravitino: mass', 'squark: mass', 'squark: pair production', 'sbottom: pair production', 'sbottom: mass: lower limit', 'p p: scattering', 'supersymmetry', 'Higgs particle: radiative decay', 'photon: pair production', 'mass spectrum: two-photon', 'electroweak interaction', 'CERN LHC Coll', 'kinematics', 'chargino: mass: lower limit', 'lepton', 'CMS', 'experimental results', '13000 GeV-cms']",10.1007/JHEP11(2019)109,"['Particle physics', 'Supersymmetry', 'Physics', 'Higgs boson', 'Electroweak interaction', 'Chargino', 'Neutralino', 'Standard Model', 'Gravitino', 'Large Hadron Collider']"
